"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","FLUCCSCODE","long_name","bay_segment","geometry"
"1","Site-1","Base","None",-82.6026749457205,27.9782416527625,"None",29973171.2526154,3.33631697350924e-08,"None",9116,"Old Tampa Bay","OTB",c(x = 461648.469346421, y = 1325273.51137314)
"2","Site-2","Base","None",-82.5507063552104,27.9607320574217,"None",29973171.2526154,3.33631697350924e-08,"None",9113,"Old Tampa Bay","OTB",c(x = 478393.358367553, y = 1318828.40058387)
"3","Site-3","Base","None",-82.5703896202018,27.8675821842327,"None",29973171.2526154,3.33631697350924e-08,"None",9113,"Old Tampa Bay","OTB",c(x = 471881.457081557, y = 1284991.56894022)
"4","Site-4","Base","None",-82.5904239826779,27.8453382850476,"None",29973171.2526154,3.33631697350924e-08,"None",9116,"Old Tampa Bay","OTB",c(x = 465369.555795561, y = 1276935.18045364)
"5","Site-5","Base","None",-82.6166073376858,27.8939746522181,"None",29973171.2526154,3.33631697350924e-08,"None",9113,"Old Tampa Bay","OTB",c(x = 456997.111284995, y = 1294659.23512412)
"6","Site-6","Base","None",-82.625221517171,27.8895039684943,"None",29973171.2526154,3.33631697350924e-08,"None",9116,"Old Tampa Bay","OTB",c(x = 454206.29644814, y = 1293047.9574268)
