"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","FLUCCSCODE","long_name","bay_segment","geometry"
"1","Site-1","Base","None",-82.6078002222645,27.978733110893,"None",29973171.2526154,3.33631697350924e-08,"None",9116,"Old Tampa Bay","OTB",c(x = 459995.099440539, y = 1325460.38866047)
"2","Site-2","Base","None",-82.5384084866193,27.9347034362253,"None",29973171.2526154,3.33631697350924e-08,"None",9113,"Old Tampa Bay","OTB",c(x = 482321.618135382, y = 1309347.6116873)
"3","Site-3","Base","None",-82.5810789591987,27.8325961696613,"None",29973171.2526154,3.33631697350924e-08,"None",9113,"Old Tampa Bay","OTB",c(x = 468367.543951105, y = 1272288.22464901)
"4","Site-4","Base","None",-82.6216780472385,27.8856021235267,"None",29973171.2526154,3.33631697350924e-08,"None",9116,"Old Tampa Bay","OTB",c(x = 455343.741379114, y = 1291623.55701682)
"5","Site-5","Base","None",-82.7083555559922,27.9295022944183,"None",29973171.2526154,3.33631697350924e-08,"None",9113,"Old Tampa Bay","OTB",c(x = 427435.59301056, y = 1307736.33398999)
"6","Site-6","Base","None",-82.5325161709137,27.9081349369407,"None",29973171.2526154,3.33631697350924e-08,"None",9116,"Old Tampa Bay","OTB",c(x = 484182.161359953, y = 1299679.9455034)
