"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","idval","source","target","Acres","var","long_name","bay_segment","geometry"
"1","Site-01","Base","None",-82.7063867593059,27.9305228728539,"lost",2103193.03019265,4.7546753229227e-07,"None",2977,"Seagrass, 2020","other, 2022",14.5432857277805,"lost","Old Tampa Bay","OTB",c(x = 428073.487043145, y = 1308103.70986621)
"2","Site-02","Base","None",-82.6383310649125,27.9062039536597,"lost",2103193.03019265,4.7546753229227e-07,"None",2966,"Seagrass, 2020","other, 2022",0.889833251262223,"lost","Old Tampa Bay","OTB",c(x = 450003.175771498, y = 1299141.34990548)
"3","Site-03","Base","None",-82.610032094502,27.8934195437091,"lost",2103193.03019265,4.7546753229227e-07,"None",26,"Seagrass, 2020","other, 2022",203.722808095576,"lost","Old Tampa Bay","OTB",c(x = 459120.012658567, y = 1294446.78040224)
"4","Site-04","Base","None",-82.6876305280816,27.98109346697,"lost",2103193.03019265,4.7546753229227e-07,"None",3003,"Seagrass, 2020","other, 2022",51.5268998646106,"lost","Old Tampa Bay","OTB",c(x = 434233.511966839, y = 1326455.20883343)
"5","Site-05","Base","None",-82.6589642688591,27.9119761506677,"lost",2103193.03019265,4.7546753229227e-07,"None",3036,"Seagrass, 2020","other, 2022",200.141610532731,"lost","Old Tampa Bay","OTB",c(x = 443350.348853908, y = 1301275.24513422)
"6","Site-06","Base","None",-82.5853088355386,27.9768714657556,"lost",2103193.03019265,4.7546753229227e-07,"None",132,"Seagrass, 2020","other, 2022",26.8552552024506,"lost","Old Tampa Bay","OTB",c(x = 467251.245557844, y = 1324748.09265043)
"7","Site-07","Base","None",-82.6215343135724,27.9039329986911,"lost",2103193.03019265,4.7546753229227e-07,"None",26,"Seagrass, 2020","other, 2022",203.722808095576,"lost","Old Tampa Bay","OTB",c(x = 455423.99770435, y = 1298287.79181398)
"8","Site-08","Base","None",-82.6778164903558,27.9987499017605,"lost",2103193.03019265,4.7546753229227e-07,"None",3032,"Seagrass, 2020","other, 2022",86.7542627485219,"lost","Old Tampa Bay","OTB",c(x = 437436.724927161, y = 1332856.89451967)
"9","Site-09","Base","None",-82.6521191540779,27.9155303129908,"lost",2103193.03019265,4.7546753229227e-07,"None",3036,"Seagrass, 2020","other, 2022",200.141610532731,"lost","Old Tampa Bay","OTB",c(x = 445567.957826438, y = 1302555.58227147)
"10","Site-10","Base","None",-82.6189511110924,27.9861150761982,"lost",2103193.03019265,4.7546753229227e-07,"None",2990,"Seagrass, 2020","other, 2022",108.513329041474,"lost","Old Tampa Bay","OTB",c(x = 456409.601692141, y = 1328162.32501642)
"11","Site-11","Base","None",-82.6222233213653,27.8910173063269,"lost",2103193.03019265,4.7546753229227e-07,"None",3023,"Seagrass, 2020","other, 2022",148.915595649307,"lost","Old Tampa Bay","OTB",c(x = 455177.596707402, y = 1293593.22231074)
"12","Site-12","Base","None",-82.6465890554291,28.0118126451467,"lost",2103193.03019265,4.7546753229227e-07,"None",3005,"Seagrass, 2020","other, 2022",212.60732343986,"lost","Old Tampa Bay","OTB",c(x = 447539.16580202, y = 1337551.46402291)
"13","Site-13","Base","None",-82.6421662454815,27.9097077349378,"lost",2103193.03019265,4.7546753229227e-07,"None",3036,"Seagrass, 2020","other, 2022",200.141610532731,"lost","Old Tampa Bay","OTB",c(x = 448771.170786759, y = 1300421.68704273)
"14","Site-14","Base","None",-82.6068500410445,27.8699560744643,"lost",2103193.03019265,4.7546753229227e-07,"None",3030,"Seagrass, 2020","other, 2022",11.8873381240215,"lost","Old Tampa Bay","OTB",c(x = 460105.616646358, y = 1285911.19948725)
"15","Site-15","Base","None",-82.684502838968,27.9693705679066,"lost",2103193.03019265,4.7546753229227e-07,"None",119,"Seagrass, 2020","other, 2022",21.5460859363213,"lost","Old Tampa Bay","OTB",c(x = 435219.115954631, y = 1322187.41837593)
"16","Site-16","Base","None",-82.6427361195936,28.0059614663021,"lost",2103193.03019265,4.7546753229227e-07,"None",3005,"Seagrass, 2020","other, 2022",212.60732343986,"lost","Old Tampa Bay","OTB",c(x = 448771.170786759, y = 1335417.56879416)
