"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","FLUCCSCODE","long_name","bay_segment","geometry"
"1","Site-1","Base","None",-82.6263935689564,27.8893274731491,"None",29973171.2526154,3.33631697350924e-08,"None",9116,"Old Tampa Bay","OTB",c(x = 453827.361115483, y = 1292985.72429506)
"2","Site-2","Base","None",-82.5915956230205,27.8451620908865,"None",29973171.2526154,3.33631697350924e-08,"None",9116,"Old Tampa Bay","OTB",c(x = 464990.620462905, y = 1276872.94732189)
"3","Site-3","Base","None",-82.6645623589583,28.0088080008863,"None",29973171.2526154,3.33631697350924e-08,"None",9113,"Old Tampa Bay","OTB",c(x = 441733.830155776, y = 1336490.22212262)
"4","Site-4","Base","None",-82.5489752014879,27.9561359281914,"None",29973171.2526154,3.33631697350924e-08,"None",9116,"Old Tampa Bay","OTB",c(x = 478944.694647182, y = 1317154.88975481)
"5","Site-5","Base","None",-82.5944983955768,27.8495815385089,"None",29973171.2526154,3.33631697350924e-08,"None",9113,"Old Tampa Bay","OTB",c(x = 464060.34885062, y = 1278484.22501921)
"6","Site-6","Base","None",-82.6096122319541,27.9780399127402,"None",29973171.2526154,3.33631697350924e-08,"None",9113,"Old Tampa Bay","OTB",c(x = 459408.990789194, y = 1325211.2782414)
