"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","idval","source","target","Acres","var","long_name","bay_segment","geometry"
"22","Site-22","Base","None",-82.6402822734345,28.0099964855139,"lost",2103193.03019265,4.7546753229227e-07,"None",3349,"Seagrass, 2020","other, 2022",69.9234041080717,"lost","Old Tampa Bay","OTB",c(x = 449570.685409818, y = 1336880.42555559)
"23","Site-23","Base","None",-82.6103097214736,27.9760909868068,"lost",2103193.03019265,4.7546753229227e-07,"None",2984,"Seagrass, 2020","other, 2022",29.7295371870745,"lost","Old Tampa Bay","OTB",c(x = 459180.324290782, y = 1324503.83322887)
"24","Site-24","Base","None",-82.6457621424925,27.9043236210552,"lost",2103193.03019265,4.7546753229227e-07,"None",3036,"Seagrass, 2020","other, 2022",200.141610532731,"lost","Old Tampa Bay","OTB",c(x = 447599.477434236, y = 1298470.31143816)
"25","Site-25","Base","None",-82.5934521573963,27.8247349643559,"lost",2103193.03019265,4.7546753229227e-07,"None",1642,"Seagrass, 2020","other, 2022",0.540994245876312,"lost","Old Tampa Bay","OTB",c(x = 464354.745226686, y = 1269449.33632722)
"26","Site-26","Base","None",-82.6806573433526,27.9945424971474,"lost",2103193.03019265,4.7546753229227e-07,"None",3032,"Seagrass, 2020","other, 2022",86.7542627485219,"lost","Old Tampa Bay","OTB",c(x = 436511.432571585, y = 1331332.29796085)
"27","Site-27","Base","None",-82.6026629415242,27.9737769765846,"lost",2103193.03019265,4.7546753229227e-07,"None",195,"Seagrass, 2020","other, 2022",4.60057603063553,"lost","Old Tampa Bay","OTB",c(x = 461644.33426026, y = 1323650.27513737)
"28","Site-28","Base","None",-82.6319760261688,27.8949965778554,"lost",2103193.03019265,4.7546753229227e-07,"None",3023,"Seagrass, 2020","other, 2022",148.915595649307,"lost","Old Tampa Bay","OTB",c(x = 452034.695379296, y = 1295056.07907217)
"29","Site-29","Base","None",-82.6244019238038,27.9044220615168,"lost",2103193.03019265,4.7546753229227e-07,"None",26,"Seagrass, 2020","other, 2022",203.722808095576,"lost","Old Tampa Bay","OTB",c(x = 454498.705348774, y = 1298470.31143816)
"30","Site-30","Base","None",-82.6547411015944,28.0017114363131,"lost",2103193.03019265,4.7546753229227e-07,"None",2982,"Seagrass, 2020","other, 2022",12.6919937749841,"lost","Old Tampa Bay","OTB",c(x = 444889.06646781, y = 1333892.97223535)
"31","Site-31","Base","None",-82.6896698535285,27.9710206334584,"lost",2103193.03019265,4.7546753229227e-07,"None",3346,"Seagrass, 2020","other, 2022",78.2227302692847,"lost","Old Tampa Bay","OTB",c(x = 433554.620608212, y = 1322796.71704587)
"32","Site-32","Base","None",-82.6687201582527,27.9159527551729,"lost",2103193.03019265,4.7546753229227e-07,"None",3071,"Seagrass, 2020","other, 2022",55.074943796087,"lost","Old Tampa Bay","OTB",c(x = 440207.447525802, y = 1302738.10189566)
"33","Site-33","Base","None",-82.6113737898888,27.8939156269815,"lost",2103193.03019265,4.7546753229227e-07,"None",26,"Seagrass, 2020","other, 2022",203.722808095576,"lost","Old Tampa Bay","OTB",c(x = 458687.522296887, y = 1294629.30002642)
"34","Site-34","Base","None",-82.6486889752068,28.0111309197159,"lost",2103193.03019265,4.7546753229227e-07,"None",3005,"Seagrass, 2020","other, 2022",212.60732343986,"lost","Old Tampa Bay","OTB",c(x = 446860.274443393, y = 1337307.20460134)
"35","Site-35","Base","None",-82.7038913146896,27.9275161050646,"lost",2103193.03019265,4.7546753229227e-07,"None",2977,"Seagrass, 2020","other, 2022",14.5432857277805,"lost","Old Tampa Bay","OTB",c(x = 428873.001666204, y = 1307005.89235315)
"36","Site-36","Base","None",-82.64122649165,27.9113880029358,"lost",2103193.03019265,4.7546753229227e-07,"None",3036,"Seagrass, 2020","other, 2022",200.141610532731,"lost","Old Tampa Bay","OTB",c(x = 449077.883415923, y = 1301030.98571266)
"37","Site-37","Base","None",-82.6325639217188,27.9959459949355,"lost",2103193.03019265,4.7546753229227e-07,"None",2986,"Seagrass, 2020","other, 2022",6.65547516934862,"lost","Old Tampa Bay","OTB",c(x = 452034.695379296, y = 1331759.0770066)
"38","Site-38","Base","None",-82.6366215190759,27.9067138876907,"lost",2103193.03019265,4.7546753229227e-07,"None",58,"Seagrass, 2020","other, 2022",12.9608325766269,"lost","Old Tampa Bay","OTB",c(x = 450556.28939761, y = 1299323.86952966)
"39","Site-39","Base","None",-82.682925622877,27.9910097093967,"lost",2103193.03019265,4.7546753229227e-07,"None",60,"Seagrass, 2020","other, 2022",33.2795770751836,"lost","Old Tampa Bay","OTB",c(x = 435772.229580742, y = 1330051.96082361)
"40","Site-40","Base","None",-82.6334742894996,27.8902942178456,"lost",2103193.03019265,4.7546753229227e-07,"None",3023,"Seagrass, 2020","other, 2022",148.915595649307,"lost","Old Tampa Bay","OTB",c(x = 451541.893385401, y = 1293348.96288917)
"41","Site-41","Base","None",-82.6083357349586,27.8962768152329,"lost",2103193.03019265,4.7546753229227e-07,"None",26,"Seagrass, 2020","other, 2022",203.722808095576,"lost","Old Tampa Bay","OTB",c(x = 459673.126284678, y = 1295482.85811792)
"42","Site-42","Base","None",-82.688854345382,27.9628077641653,"lost",2103193.03019265,4.7546753229227e-07,"None",3347,"Seagrass, 2020","other, 2022",23.971453978356,"lost","Old Tampa Bay","OTB",c(x = 433801.02160516, y = 1319809.26372562)
"43","Site-43","Base","None",-82.6182722941268,27.8997542154483,"lost",2103193.03019265,4.7546753229227e-07,"None",26,"Seagrass, 2020","other, 2022",203.722808095576,"lost","Old Tampa Bay","OTB",c(x = 456469.913324357, y = 1296763.19525517)
"44","Site-44","Base","None",-82.625699113351,27.9971512572381,"lost",2103193.03019265,4.7546753229227e-07,"None",3006,"Seagrass, 2020","other, 2022",21.3367179803454,"lost","Old Tampa Bay","OTB",c(x = 454252.304351826, y = 1332185.85605235)
"45","Site-45","Base","None",-82.6090262806796,27.8833611503372,"lost",2103193.03019265,4.7546753229227e-07,"None",3023,"Seagrass, 2020","other, 2022",148.915595649307,"lost","Old Tampa Bay","OTB",c(x = 459426.72528773, y = 1290788.28861468)
"46","Site-46","Base","None",-82.6110929417579,27.9796090870533,"lost",2103193.03019265,4.7546753229227e-07,"None",2990,"Seagrass, 2020","other, 2022",108.513329041474,"lost","Old Tampa Bay","OTB",c(x = 458933.923293835, y = 1325784.17036611)
"47","Site-47","Base","None",-82.5432210268856,27.8413762169157,"lost",2103193.03019265,4.7546753229227e-07,"None",3060,"Seagrass, 2020","other, 2022",24.5983947598623,"lost","Old Tampa Bay","OTB",c(x = 480617.21102524, y = 1275424.24296771)
"48","Site-48","Base","None",-82.7170563377581,27.9567944635677,"lost",2103193.03019265,4.7546753229227e-07,"None",232,"Seagrass, 2020","other, 2022",20.4572736866023,"lost","Old Tampa Bay","OTB",c(x = 424684.184718091, y = 1317675.36849688)
"49","Site-49","Base","None",-82.5751819945923,27.9738946114451,"lost",2103193.03019265,4.7546753229227e-07,"None",3067,"Seagrass, 2020","other, 2022",13.8204564038867,"lost","Old Tampa Bay","OTB",c(x = 470514.770150381, y = 1323650.27513737)
"50","Site-50","Base","None",-82.6985275559949,27.9240218447774,"lost",2103193.03019265,4.7546753229227e-07,"None",3066,"Seagrass, 2020","other, 2022",29.3807758653332,"lost","Old Tampa Bay","OTB",c(x = 430597.808644838, y = 1305725.5552159)
